[21:42:39] [main/INFO]: ModLauncher running: args [--username, Vegely, --version, forge-47.2.6, --gameDir, C:\Users\bogurad\curseforge\minecraft\Instances\TerraFirmaGreg Modern, --assetsDir, C:\Users\bogurad\curseforge\minecraft\Install\assets, --assetIndex, 5, --uuid, 1c3ad3930320474bbfa2aa740b70c321, --accessToken, ????????, --clientId, NGI5ZWI1OTEtYzRlZC00N2E1LTk1ZDYtNDRlNzE5YzVlMThl, --xuid, 2535424970138450, --userType, msa, --versionType, release, --width, 1024, --height, 768, --quickPlayPath, C:\Users\bogurad\curseforge\minecraft\Install\quickPlay\java\1733604157932.json, --launchTarget, forgeclient, --fml.forgeVersion, 47.2.6, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412]
[21:42:39] [main/INFO]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.8 by Microsoft; OS Windows 11 arch amd64 version 10.0
	at java.util.concurrent.CompletableFuture$AsyncRun.exec(CompletableFuture.java:1796) ~[?:?]
	at java.util.concurrent.ForkJoinTask.doExec(ForkJoinTask.java:373) ~[?:?]
	at java.util.concurrent.ForkJoinPool$WorkQueue.topLevelExec(ForkJoinPool.java:1182) ~[?:?]
	at java.util.concurrent.ForkJoinPool.scan(ForkJoinPool.java:1655) ~[?:?]
	at java.util.concurrent.ForkJoinPool.runWorker(ForkJoinPool.java:1622) ~[?:?]
	at java.util.concurrent.ForkJoinWorkerThread.run(ForkJoinWorkerThread.java:165) ~[?:?]
[22:28:33] [Worker-ResourceReload-19/ERROR]: Couldn't parse element loot_tables:expatternprovider:blocks/ex_emc_interface
com.google.gson.JsonSyntaxException: Expected name to be an item, was unknown string 'expatternprovider:ex_emc_interface'
	at net.minecraft.util.GsonHelper.m_13866_(GsonHelper.java:145) ~[client-1.20.1-20230612.114412-srg.jar%23450!/:?]
	at java.util.Optional.orElseThrow(Optional.java:403) ~[?:?]
	at net.minecraft.util.GsonHelper.m_13874_(GsonHelper.java:145) ~[client-1.20.1-20230612.114412-srg.jar%23450!/:?]
	at net.minecraft.util.GsonHelper.m_13909_(GsonHelper.java:153) ~[client-1.20.1-20230612.114412-srg.jar%23450!/:?]
	at net.minecraft.world.level.storage.loot.entries.LootItem$Serializer.m_7267_(LootItem.java:55) ~[client-1.20.1-20230612.114412-srg.jar%23450!/:?]
	at net.minecraft.world.level.storage.loot.entries.LootItem$Serializer.m_7267_(LootItem.java:40) ~[client-1.20.1-20230612.114412-srg.jar%23450!/:?]
	at net.minecraft.world.level.storage.loot.entries.LootPoolSingletonContainer$Serializer.m_5921_(LootPoolSingletonContainer.java:151) ~[client-1.20.1-20230612.114412-srg.jar%23450!/:?]
	at net.minecraft.world.level.storage.loot.entries.LootPoolSingletonContainer$Serializer.m_5921_(LootPoolSingletonContainer.java:129) ~[client-1.20.1-20230612.114412-srg.jar%23450!/:?]
	at net.minecraft.world.level.storage.loot.entries.LootPoolEntryContainer$Serializer.m_7561_(LootPoolEntryContainer.java:86) ~[client-1.20.1-20230612.114412-srg.jar%23450!/:?]
	at net.minecraft.world.level.storage.loot.entries.LootPoolEntryContainer$Serializer.m_7561_(LootPoolEntryContainer.java:74) ~[client-1.20.1-20230612.114412-srg.jar%23450!/:?]
	at net.minecraft.world.level.storage.loot.GsonAdapterFactory$JsonAdapter.deserialize(GsonAdapterFactory.java:102) ~[client-1.20.1-20230612.114412-srg.jar%23450!/:?]
	at com.google.gson.internal.bind.TreeTypeAdapter.read(TreeTypeAdapter.java:76) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.internal.bind.TypeAdapterRuntimeTypeWrapper.read(TypeAdapterRuntimeTypeWrapper.java:40) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.internal.bind.ArrayTypeAdapter.read(ArrayTypeAdapter.java:72) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.Gson.fromJson(Gson.java:1214) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.Gson.fromJson(Gson.java:1319) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.Gson.fromJson(Gson.java:1290) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.internal.bind.TreeTypeAdapter$GsonContextImpl.deserialize(TreeTypeAdapter.java:179) ~[gson-2.10.jar%23107!/:?]
	at net.minecraft.util.GsonHelper.m_13808_(GsonHelper.java:463) ~[client-1.20.1-20230612.114412-srg.jar%23450!/:?]
	at net.minecraft.util.GsonHelper.m_13836_(GsonHelper.java:471) ~[client-1.20.1-20230612.114412-srg.jar%23450!/:?]
	at net.minecraft.world.level.storage.loot.LootPool$Serializer.deserialize(LootPool.java:192) ~[client-1.20.1-20230612.114412-srg.jar%23450!/:?]
	at net.minecraft.world.level.storage.loot.LootPool$Serializer.deserialize(LootPool.java:189) ~[client-1.20.1-20230612.114412-srg.jar%23450!/:?]
	at com.google.gson.internal.bind.TreeTypeAdapter.read(TreeTypeAdapter.java:76) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.internal.bind.TypeAdapterRuntimeTypeWrapper.read(TypeAdapterRuntimeTypeWrapper.java:40) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.internal.bind.ArrayTypeAdapter.read(ArrayTypeAdapter.java:72) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.Gson.fromJson(Gson.java:1214) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.Gson.fromJson(Gson.java:1319) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.Gson.fromJson(Gson.java:1290) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.internal.bind.TreeTypeAdapter$GsonContextImpl.deserialize(TreeTypeAdapter.java:179) ~[gson-2.10.jar%23107!/:?]
	at net.minecraft.util.GsonHelper.m_13808_(GsonHelper.java:463) ~[client-1.20.1-20230612.114412-srg.jar%23450!/:?]
	at net.minecraft.util.GsonHelper.m_13845_(GsonHelper.java:481) ~[client-1.20.1-20230612.114412-srg.jar%23450!/:?]
	at net.minecraft.world.level.storage.loot.LootTable$Serializer.deserialize(LootTable.java:294) ~[client-1.20.1-20230612.114412-srg.jar%23450!/:?]
	at net.minecraft.world.level.storage.loot.LootTable$Serializer.deserialize(LootTable.java:291) ~[client-1.20.1-20230612.114412-srg.jar%23450!/:?]
	at com.google.gson.internal.bind.TreeTypeAdapter.read(TreeTypeAdapter.java:76) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.Gson.fromJson(Gson.java:1214) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.Gson.fromJson(Gson.java:1319) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.Gson.fromJson(Gson.java:1261) ~[gson-2.10.jar%23107!/:?]
	at net.minecraftforge.common.ForgeHooks.loadLootTable(ForgeHooks.java:871) ~[forge-1.20.1-47.2.6-universal.jar%23455!/:?]
	at net.minecraftforge.common.ForgeHooks.lambda$getLootTableDeserializer$3(ForgeHooks.java:848) ~[forge-1.20.1-47.2.6-universal.jar%23455!/:?]
	at net.minecraft.world.level.storage.loot.LootDataType.deserialize(LootDataType.java:45) ~[client-1.20.1-20230612.114412-srg.jar%23450!/:?]
	at net.minecraft.world.level.storage.loot.LootDataManager.lambda$scheduleElementParse$4(LootDataManager.java:56) ~[client-1.20.1-20230612.114412-srg.jar%23450!/:?]
	at java.util.HashMap.forEach(HashMap.java:1421) ~[?:?]
	at net.minecraft.world.level.storage.loot.LootDataManager.m_278660_(LootDataManager.java:55) ~[client-1.20.1-20230612.114412-srg.jar%23450!/:?]
	at java.util.concurrent.CompletableFuture$AsyncRun.run(CompletableFuture.java:1804) ~[?:?]
	at java.util.concurrent.CompletableFuture$AsyncRun.exec(CompletableFuture.java:1796) ~[?:?]
	at java.util.concurrent.ForkJoinTask.doExec(ForkJoinTask.java:373) ~[?:?]
	at java.util.concurrent.ForkJoinPool$WorkQueue.topLevelExec(ForkJoinPool.java:1182) ~[?:?]
	at java.util.concurrent.ForkJoinPool.scan(ForkJoinPool.java:1655) ~[?:?]
	at java.util.concurrent.ForkJoinPool.runWorker(ForkJoinPool.java:1622) ~[?:?]
	at java.util.concurrent.ForkJoinWorkerThread.run(ForkJoinWorkerThread.java:165) ~[?:?]
[22:28:34] [Worker-ResourceReload-15/INFO]: [minecraft:block] Found 1654 tags, added 476 objects, removed 0 objects
[22:28:34] [Worker-ResourceReload-15/ERROR]: Couldn't load tag [gcyr:uev_oxygen_spreader (from gcyr-1.20.1-0.1.8.jar), gcyr:uiv_oxygen_spreader (from gcyr-1.20.1-0.1.8.jar), gcyr:uxv_oxygen_spreader (from gcyr-1.20.1-0.1.8.jar), gcyr:opv_oxygen_spreader (from gcyr-1.20.1-0.1.8.jar)] as it is missing following references: gcyr:uev_oxygen_spreader (from gcyr-1.20.1-0.1.8.jar), 
	gcyr:uiv_oxygen_spreader (from gcyr-1.20.1-0.1.8.jar), 
	gcyr:uxv_oxygen_spreader (from gcyr-1.20.1-0.1.8.jar), 
	gcyr:opv_oxygen_spreader (from gcyr-1.20.1-0.1.8.jar)
[22:28:34] [Worker-ResourceReload-18/INFO]: [minecraft:item] Found 6438 tags, added 3507 objects, removed 0 objects
[22:28:34] [Render thread/INFO]: Processing recipes...
[22:28:35] [Render thread/INFO]: Found 55451 recipes in 865.5 ms
[22:28:36] [Render thread/INFO]: tfc_grooming_station/recipes.js#17: copper
[22:28:36] [Render thread/INFO]: tfc_grooming_station/recipes.js#17: bismuth_bronze
[22:28:36] [Render thread/INFO]: tfc_grooming_station/recipes.js#17: bronze
[22:28:36] [Render thread/INFO]: tfc_grooming_station/recipes.js#17: black_bronze
[22:28:36] [Render thread/INFO]: tfc_grooming_station/recipes.js#17: wrought_iron
[22:28:36] [Render thread/INFO]: tfc_grooming_station/recipes.js#17: steel
[22:28:36] [Render thread/INFO]: tfc_grooming_station/recipes.js#17: black_steel
[22:28:36] [Render thread/INFO]: tfc_grooming_station/recipes.js#17: red_steel
[22:28:36] [Render thread/INFO]: tfc_grooming_station/recipes.js#17: blue_steel
[22:28:36] [Render thread/INFO]: Posted recipe events in 1.020 s
[22:28:36] [KubeJS Recipe Event Worker 0/INFO]: Supressed CreateAddions rolling recipe log spam! Enjoy!
[22:28:36] [KubeJS Recipe Event Worker 0/INFO]: Supressed CreateAddions rolling recipe log spam! Enjoy!
[22:28:36] [Render thread/INFO]: Registered 0 recipes in 0 ms (KubeJS mode)
[22:28:37] [Render thread/INFO]: Added 9145 recipes, removed 4927 recipes, modified 0 recipes, with 0 failed recipes in 1.381 s
[22:28:37] [Render thread/INFO]: Clearing KubeJS recipe lists...
[22:28:37] [Render thread/INFO]: Loaded 1271 advancements
[22:28:37] [Render thread/INFO]: Registered 0 additional recipes.
[22:28:37] [Render thread/INFO]: Loaded 16 curio slots
[22:28:38] [Render thread/INFO]: Loaded 1 curio entities
[22:28:38] [Render thread/INFO]: Loading exposure lenses:
[22:28:38] [Render thread/INFO]: Lens [exposure:spyglass, FocalRange[min=55, max=200]] added.
[22:28:38] [Render thread/INFO]: Loaded 137 turtle upgrades
[22:28:38] [Render thread/INFO]: Loaded 3 pocket computer upgrades
[22:28:38] [Render thread/INFO]: Loaded 4 greenhouse(s).
[22:28:38] [Render thread/INFO]: Loaded 53 plantable(s).
[22:28:38] [Render thread/INFO]: Loaded 36 metal(s).
[22:28:38] [Render thread/INFO]: Loaded 6 knapping_types(s).
[22:28:38] [Render thread/INFO]: Loaded 34 fuel(s).
[22:28:38] [Render thread/INFO]: Loaded 14 drinkable(s).
[22:28:38] [Render thread/INFO]: Loaded 1 support(s).
[22:28:38] [Render thread/INFO]: Loaded 80 panning(s).
[22:28:38] [Render thread/INFO]: Loaded 80 sluicing(s).
[22:28:38] [Render thread/INFO]: Loaded 4 lamp_fuel(s).
[22:28:38] [Render thread/INFO]: Loaded 22 fertilizer(s).
[22:28:38] [Render thread/INFO]: Loaded 73 item size(s).
[22:28:38] [Render thread/INFO]: Loaded 47 / 47 climate range(s).
[22:28:38] [Render thread/INFO]: Loaded 63 / 63 fauna(s).
[22:28:38] [Render thread/INFO]: Loaded 1219 item heat(s).
[22:28:38] [Render thread/INFO]: Loaded 240 food(s).
[22:28:38] [Render thread/INFO]: Loaded 3 entity_damage_resistances(s).
[22:28:38] [Render thread/INFO]: Loaded 2 item_damage_resistances(s).
[22:28:38] [Render thread/INFO]: Registered 0 gear_sets.
[22:28:38] [Render thread/INFO]: Successfully captured server recipe manager
[22:28:38] [Render thread/INFO]: Performing setup for item stack size editing.
[22:28:38] [Render thread/INFO]: Editing item stack sizes: found 17279 editable of 19500 total.
[22:28:38] [Render thread/INFO]: Loaded cucumber-tags.json in 12 ms
[22:28:38] [Render thread/INFO]: [EMI] Recipes synchronized, waiting for tags to reload EMI...
[22:28:38] [Render thread/INFO]: [FANCYMENU] ScreenCustomizationLayer registered: create_world_screen
[22:30:17] [Render thread/INFO]: [FANCYMENU] ScreenCustomizationLayer registered: net.dries007.tfc.client.screen.CreateTFCWorldScreen
[22:30:24] [Render thread/INFO]: [FANCYMENU] ScreenCustomizationLayer registered: edit_game_rules_screen
[22:30:28] [Render thread/INFO]: GregTech Data loading took 653ms
[22:30:28] [Render thread/INFO]: [FANCYMENU] ScreenCustomizationLayer registered: experiments_screen
[22:31:18] [Render thread/INFO]: GregTech Data loading took 587ms
[22:31:18] [Render thread/INFO]: Loaded script server_scripts:main_server_script.js in 0.0 s
[22:31:18] [Render thread/INFO]: Loaded script server_scripts:ae2/recipes.js in 0.002 s
[22:31:18] [Render thread/INFO]: Loaded script server_scripts:ae2/tags.js in 0.0 s
[22:31:18] [Render thread/INFO]: Loaded script server_scripts:ae2/utility.js in 0.0 s
[22:31:18] [Render thread/INFO]: Loaded script server_scripts:ae2iec/recipes.js in 0.0 s
[22:31:18] [Render thread/INFO]: Loaded script server_scripts:ae2na/recipes.js in 0.0 s
[22:31:18] [Render thread/INFO]: Loaded script server_scripts:ae2wtlib/recipes.js in 0.0 s
[22:31:18] [Render thread/INFO]: Loaded script server_scripts:asticor_carts/recipes.js in 0.0 s
[22:31:18] [Render thread/INFO]: Loaded script server_scripts:asticor_carts/tags.js in 0.0 s
[22:31:18] [Render thread/INFO]: Loaded script server_scripts:chisel_and_bits/recipes.js in 0.0 s
[22:31:18] [Render thread/INFO]: Loaded script server_scripts:chisel_and_bits/tags.js in 0.0 s
[22:31:18] [Render thread/INFO]: Loaded script server_scripts:computer_craft/data.js in 0.0 s
[22:31:18] [Render thread/INFO]: Loaded script server_scripts:computer_craft/recipes.js in 0.001 s
[22:31:18] [Render thread/INFO]: Loaded script server_scripts:computer_craft/tags.js in 0.0 s
[22:31:18] [Render thread/INFO]: Loaded script server_scripts:create/recipes.js in 0.001 s
[22:31:18] [Render thread/INFO]: Loaded script server_scripts:create/tags.js in 0.0 s
[22:31:18] [Render thread/INFO]: Loaded script server_scripts:create_additions/recipes.js in 0.0 s
[22:31:18] [Render thread/INFO]: Loaded script server_scripts:create_additions/tags.js in 0.0 s
[22:31:18] [Render thread/INFO]: Loaded script server_scripts:create_connected/recipes.js in 0.0 s
[22:31:18] [Render thread/INFO]: Loaded script server_scripts:etched/recipes.js in 0.002 s
[22:31:18] [Render thread/INFO]: Loaded script server_scripts:exposure/recipes.js in 0.0 s
[22:31:18] [Render thread/INFO]: Loaded script server_scripts:extended_ae2/recipes.js in 0.0 s
[22:31:18] [Render thread/INFO]: Loaded script server_scripts:extended_ae2/tags.js in 0.001 s
[22:31:18] [Render thread/INFO]: Loaded script server_scripts:firmaciv/recipes.js in 0.0 s
[22:31:18] [Render thread/INFO]: Loaded script server_scripts:firmaciv/tags.js in 0.0 s
[22:31:18] [Render thread/INFO]: Loaded script server_scripts:firmalife/recipes.js in 0.001 s
[22:31:18] [Render thread/INFO]: Loaded script server_scripts:firmalife/tags.js in 0.0 s
[22:31:18] [Render thread/INFO]: Loaded script server_scripts:framed_blocks/recipes.js in 0.001 s
[22:31:18] [Render thread/INFO]: Loaded script server_scripts:framed_blocks/tags.js in 0.0 s
[22:31:18] [Render thread/INFO]: Loaded script server_scripts:ftb_quests/recipes.js in 0.0 s
[22:31:18] [Render thread/INFO]: Loaded script server_scripts:ftb_quests/tags.js in 0.0 s
[22:31:18] [Render thread/INFO]: Loaded script server_scripts:gregtech/constants.js in 0.0 s
[22:31:18] [Render thread/INFO]: Loaded script server_scripts:gregtech/data.js in 0.0 s
[22:31:18] [Render thread/INFO]: Loaded script server_scripts:gregtech/loot.js in 0.001 s
[22:31:18] [Render thread/INFO]: Loaded script server_scripts:gregtech/recipes.js in 0.002 s
[22:31:18] [Render thread/INFO]: Loaded script server_scripts:gregtech/tags.js in 0.0 s
[22:31:18] [Render thread/INFO]: Loaded script server_scripts:gregtech/utility.js in 0.001 s
[22:31:18] [Render thread/INFO]: Loaded script server_scripts:handglider/recipes.js in 0.0 s
[22:31:18] [Render thread/INFO]: Loaded script server_scripts:hotornot/recipes.js in 0.0 s
[22:31:18] [Render thread/INFO]: Loaded script server_scripts:hotornot/tags.js in 0.0 s
[22:31:18] [Render thread/INFO]: Loaded script server_scripts:mega_cells/recipes.js in 0.0 s
[22:31:18] [Render thread/INFO]: Loaded script server_scripts:mega_cells/tags.js in 0.0 s
[22:31:18] [Render thread/INFO]: Loaded script server_scripts:me_requester/recipes.js in 0.0 s
[22:31:18] [Render thread/INFO]: Loaded script server_scripts:minecraft/recipes.js in 0.005 s
[22:31:18] [Render thread/INFO]: Loaded script server_scripts:minecraft/tags.js in 0.001 s
[22:31:18] [Render thread/INFO]: Loaded script server_scripts:more_red/recipes.js in 0.001 s
[22:31:18] [Render thread/INFO]: Loaded script server_scripts:more_red/tags.js in 0.0 s
[22:31:18] [Render thread/INFO]: Loaded script server_scripts:railways/recipes.js in 0.002 s
[22:31:18] [Render thread/INFO]: Loaded script server_scripts:railways/tags.js in 0.0 s
[22:31:18] [Render thread/INFO]: Loaded script server_scripts:sophisticated_backpacks/recipes.js in 0.001 s
[22:31:18] [Render thread/INFO]: Loaded script server_scripts:sophisticated_backpacks/tags.js in 0.0 s
[22:31:18] [Render thread/INFO]: Loaded script server_scripts:tfc/data.js in 0.002 s
[22:31:18] [Render thread/INFO]: Loaded script server_scripts:tfc/recipes.js in 0.01 s
[22:31:18] [Render thread/INFO]: Loaded script server_scripts:tfc/tags.js in 0.001 s
[22:31:18] [Render thread/INFO]: Loaded script server_scripts:tfcea/recipes.js in 0.0 s
[22:31:18] [Render thread/INFO]: Loaded script server_scripts:tfc_grooming_station/recipes.js in 0.0 s
[22:31:18] [Render thread/INFO]: Loaded script server_scripts:toolbelt/recipes.js in 0.0 s
[22:31:18] [Render thread/INFO]: Loaded script server_scripts:treetap/data.js in 0.0 s
[22:31:18] [Render thread/INFO]: Loaded script server_scripts:treetap/recipes.js in 0.0 s
[22:31:18] [Render thread/INFO]: Loaded script server_scripts:water_flasks/data.js in 0.0 s
[22:31:18] [Render thread/INFO]: Loaded script server_scripts:water_flasks/recipes.js in 0.0 s
[22:31:18] [Render thread/INFO]: Loaded 61/61 KubeJS server scripts in 0.08 s with 0 errors and 0 warnings
[22:31:18] [Render thread/INFO]: Scripts loaded
[22:31:18] [Render thread/INFO]: Initializing recipe event...
[22:31:18] [Render thread/WARN]: Due to the way Minecraft resource loading works, KubeJS' server.log may not contain everything that happened in your server scripts on initial world creation.
[22:31:18] [Render thread/WARN]: You can still see the full log (including past reloads) in your latest.log file.
[22:31:18] [Render thread/INFO]: [EMI] Disconnecting from server, EMI data cleared
[22:31:18] [Render thread/INFO]: Curios disabled
[22:31:18] [Thread-83/INFO]: [EMI] Clearing data
[22:31:19] [Server thread/INFO]: Starting integrated minecraft server version 1.20.1
[22:31:19] [Server thread/INFO]: Generating keypair
[22:31:19] [Server thread/WARN]: Configuration file C:\Users\bogurad\curseforge\minecraft\Instances\TerraFirmaGreg Modern\saves\New World (1)\serverconfig\jumbofurnace-server.toml is not correct. Correcting
[22:31:19] [Server thread/WARN]: Incorrect key Cooking Settings was corrected from null to its default, SimpleCommentedConfig:{}. 
[22:31:19] [Server thread/WARN]: Incorrect key Cooking Settings.cooktime was corrected from null to its default, 200. 
[22:31:19] [Server thread/WARN]: Incorrect key Construction Settings was corrected from null to its default, SimpleCommentedConfig:{}. 
[22:31:19] [Server thread/WARN]: Incorrect key Construction Settings.shearable was corrected from null to its default, true. 
[22:31:19] [Server thread/WARN]: Configuration file C:\Users\bogurad\curseforge\minecraft\Instances\TerraFirmaGreg Modern\saves\New World (1)\serverconfig\barrels_2012-server.toml is not correct. Correcting
[22:31:19] [Server thread/WARN]: Incorrect key general was corrected from null to its default, SimpleCommentedConfig:{}. 
[22:31:19] [Server thread/WARN]: Incorrect key general.enablePowderkegExplosions was corrected from null to its default, true. 
[22:31:19] [Server thread/WARN]: Incorrect key general.enableLampBurningFuel was corrected from null to its default, true. 
[22:31:19] [Server thread/WARN]: Incorrect key general.lampBrightness was corrected from null to its default, 15. 
[22:31:19] [Server thread/WARN]: Incorrect key general.lampUpdateInterval was corrected from null to its default, 15. 
[22:31:19] [Server thread/WARN]: Configuration file C:\Users\bogurad\curseforge\minecraft\Instances\TerraFirmaGreg Modern\saves\New World (1)\serverconfig\tfcea-server.toml is not correct. Correcting
[22:31:19] [Server thread/WARN]: Incorrect key general was corrected from null to its default, SimpleCommentedConfig:{}. 
[22:31:19] [Server thread/WARN]: Incorrect key general.traitRefrigeratingModifier was corrected from null to its default, 0.125. 
[22:31:19] [Server thread/INFO]: Loading default config file from path C:\Users\bogurad\curseforge\minecraft\Instances\TerraFirmaGreg Modern\defaultconfigs\corpse-server.toml
[22:31:19] [Server thread/INFO]: Loading default config file from path C:\Users\bogurad\curseforge\minecraft\Instances\TerraFirmaGreg Modern\defaultconfigs\sophisticatedbackpacks-server.toml
[22:31:19] [Server thread/WARN]: Configuration file C:\Users\bogurad\curseforge\minecraft\Instances\TerraFirmaGreg Modern\saves\New World (1)\serverconfig\sophisticatedbackpacks-server.toml is not correct. Correcting
[22:31:19] [Server thread/WARN]: Incorrect key server.copperBackpack was corrected from null to its default, SimpleCommentedConfig:{}. 
[22:31:19] [Server thread/WARN]: Incorrect key server.copperBackpack.inventorySlotCount was corrected from null to its default, 45. 
[22:31:19] [Server thread/WARN]: Incorrect key server.copperBackpack.upgradeSlotCount was corrected from null to its default, 1. 
[22:31:19] [Server thread/WARN]: Incorrect key server.maxUpgradesPerStorage was corrected from null to its default, [jukebox_upgrade|1, stack_upgrades|3, furnace_upgrades|1]. 
[22:31:19] [Server thread/INFO]: Loading server config for pickupnotifier
[22:31:19] [Server thread/WARN]: Configuration file C:\Users\bogurad\curseforge\minecraft\Instances\TerraFirmaGreg Modern\saves\New World (1)\serverconfig\getittogetherdrops-server.toml is not correct. Correcting
[22:31:19] [Server thread/WARN]: Incorrect key radius was corrected from null to its default, 2.0. 
[22:31:19] [Server thread/WARN]: Incorrect key checkY was corrected from null to its default, true. 
[22:31:19] [Server thread/WARN]: Configuration file C:\Users\bogurad\curseforge\minecraft\Instances\TerraFirmaGreg Modern\saves\New World (1)\serverconfig\additionalplacements-server.toml is not correct. Correcting
[22:31:19] [Server thread/WARN]: Incorrect key server was corrected from null to its default, SimpleCommentedConfig:{}. 
[22:31:19] [Server thread/WARN]: Incorrect key server.check_tags was corrected from null to its default, true. 
[22:31:19] [Server thread/WARN]: Incorrect key server.auto_rebuild_tags was corrected from null to its default, true. 
[22:31:19] [Server thread/WARN]: Incorrect key server.fake_player_placement was corrected from null to its default, true. 
[22:31:19] [Server thread/INFO]: Loading server config for hangglider
[22:31:19] [Server thread/WARN]: Configuration file C:\Users\bogurad\curseforge\minecraft\Instances\TerraFirmaGreg Modern\saves\New World (1)\serverconfig\curios-server.toml is not correct. Correcting
[22:31:19] [Server thread/WARN]: Incorrect key keepCurios was corrected from null to its default, DEFAULT. 
[22:31:19] [Server thread/WARN]: Incorrect key menu was corrected from null to its default, SimpleCommentedConfig:{}. 
[22:31:19] [Server thread/WARN]: Incorrect key menu.enableLegacyMenu was corrected from null to its default, false. 
[22:31:19] [Server thread/WARN]: Incorrect key menu.experimental was corrected from null to its default, SimpleCommentedConfig:{}. 
[22:31:19] [Server thread/WARN]: Incorrect key menu.experimental.minimumColumns was corrected from null to its default, 1. 
[22:31:19] [Server thread/WARN]: Incorrect key menu.experimental.maxSlotsPerPage was corrected from null to its default, 48. 
[22:31:19] [Server thread/WARN]: Configuration file C:\Users\bogurad\curseforge\minecraft\Instances\TerraFirmaGreg Modern\saves\New World (1)\serverconfig\inventorysorter-server.toml is not correct. Correcting
[22:31:19] [Server thread/WARN]: Incorrect key blacklists was corrected from null to its default, SimpleCommentedConfig:{}. 
[22:31:19] [Server thread/WARN]: Incorrect key blacklists.containerBlacklist was corrected from null to its default, []. 
[22:31:19] [Server thread/WARN]: Incorrect key blacklists.slotBlacklist was corrected from null to its default, []. 
[22:31:19] [Server thread/WARN]: Configuration file C:\Users\bogurad\curseforge\minecraft\Instances\TerraFirmaGreg Modern\saves\New World (1)\serverconfig\jei-server.toml is not correct. Correcting
[22:31:19] [Server thread/WARN]: Incorrect key cheat mode was corrected from null to its default, SimpleCommentedConfig:{}. 
[22:31:19] [Server thread/WARN]: Incorrect key cheat mode.enableCheatModeForOp was corrected from null to its default, true. 
[22:31:19] [Server thread/WARN]: Incorrect key cheat mode.enableCheatModeForCreative was corrected from null to its default, true. 
[22:31:19] [Server thread/WARN]: Incorrect key cheat mode.enableCheatModeForGive was corrected from null to its default, false. 
[22:31:19] [Server thread/WARN]: Configuration file C:\Users\bogurad\curseforge\minecraft\Instances\TerraFirmaGreg Modern\saves\New World (1)\serverconfig\etched-server.toml is not correct. Correcting
[22:31:19] [Server thread/WARN]: Incorrect key Boombox was corrected from null to its default, SimpleCommentedConfig:{}. 
[22:31:19] [Server thread/WARN]: Incorrect key Boombox.Use boombox menu was corrected from null to its default, false. 
[22:31:19] [Server thread/WARN]: Incorrect key Album Cover was corrected from null to its default, SimpleCommentedConfig:{}. 
[22:31:19] [Server thread/WARN]: Incorrect key Album Cover.Use album cover menu was corrected from null to its default, false. 
[22:31:19] [Server thread/WARN]: Configuration file C:\Users\bogurad\curseforge\minecraft\Instances\TerraFirmaGreg Modern\saves\New World (1)\serverconfig\forge-server.toml is not correct. Correcting
[22:31:19] [Server thread/WARN]: Incorrect key server was corrected from null to its default, SimpleCommentedConfig:{}. 
[22:31:19] [Server thread/WARN]: Incorrect key server.removeErroringBlockEntities was corrected from null to its default, false. 
[22:31:19] [Server thread/WARN]: Incorrect key server.removeErroringEntities was corrected from null to its default, false. 
[22:31:19] [Server thread/WARN]: Incorrect key server.fullBoundingBoxLadders was corrected from null to its default, false. 
[22:31:19] [Server thread/WARN]: Incorrect key server.zombieBaseSummonChance was corrected from null to its default, 0.1. 
[22:31:19] [Server thread/WARN]: Incorrect key server.zombieBabyChance was corrected from null to its default, 0.05. 
[22:31:19] [Server thread/WARN]: Incorrect key server.permissionHandler was corrected from null to its default, forge:default_handler. 
[22:31:19] [Server thread/WARN]: Incorrect key server.advertiseDedicatedServerToLan was corrected from null to its default, true. 
[22:31:19] [Server thread/WARN]: Configuration file C:\Users\bogurad\curseforge\minecraft\Instances\TerraFirmaGreg Modern\saves\New World (1)\serverconfig\toolbelt-server.toml is not correct. Correcting
[22:31:19] [Server thread/WARN]: Incorrect key general was corrected from null to its default, SimpleCommentedConfig:{}. 
[22:31:19] [Server thread/WARN]: Incorrect key general.whitelist was corrected from null to its default, []. 
[22:31:19] [Server thread/WARN]: Incorrect key general.blacklist was corrected from null to its default, []. 
